Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2020-08-31,129.0399932861328,253.32000732421875,101.58999633789062,171.82000732421875,142.30999755859375,272.6499938964844,42.220001220703125,83.93000030517578,131.8699951171875,45.119998931884766,204.8699951171875,285.0400085449219,165.5500030517578,117.88719177246094,50.95000076293945,153.41000366210938,100.19000244140625,49.529998779296875,213.52000427246094,163.02000427246094,81.364501953125,225.52999877929688,111.88999938964844,138.3300018310547,116.04000091552734,312.54998779296875,211.99000549316406,59.27000045776367,38.02000045776367,138.85000610351562
2020-09-01,134.17999267578125,250.86000061035156,102.47000122070312,172.10000610351562,146.0500030517578,281.25,42.029998779296875,83.08000183105469,133.5500030517578,47.27000045776367,205.4600067138672,285.94000244140625,167.97000122070312,117.97322845458984,50.790000915527344,151.52000427246094,100.13999938964844,49.119998931884766,212.69000244140625,164.8000030517578,80.56298065185547,227.27000427246094,114.83999633789062,138.17999267578125,114.69000244140625,312.8299865722656,213.35000610351562,59.15999984741211,36.7599983215332,147.58999633789062
2020-09-02,131.39999389648438,258.1199951171875,104.4000015258789,174.77999877929688,149.27000427246094,276.69000244140625,42.41999816894531,83.19000244140625,135.38999938964844,49.220001220703125,210.0399932861328,287.20001220703125,172.47000122070312,122.54302215576172,52.25,153.8300018310547,101.6500015258789,51.189998626708984,216.22999572753906,169.50999450683594,82.94847106933594,231.64999389648438,116.80000305175781,140.50999450683594,117.4800033569336,320.239990234375,216.47999572753906,60.529998779296875,37.16999816894531,147.67999267578125
2020-09-03,120.87999725341797,247.91000366210938,104.45999908447266,168.77000427246094,146.75999450683594,265.010009765625,40.95000076293945,82.27999877929688,133.24000549316406,48.38999938964844,207.55999755859375,274.6300048828125,166.3000030517578,118.97705841064453,50.38999938964844,149.5500030517578,101.33000183105469,50.47999954223633,213.8000030517578,166.30999755859375,81.57442474365234,217.3000030517578,112.8499984741211,138.25999450683594,115.3499984741211,316.2300109863281,208.9600067138672,60.61000061035156,37.09000015258789,144.5399932861328
2020-09-04,120.95999908447266,248.39999389648438,105.66999816894531,171.0500030517578,148.17999267578125,254.6999969482422,40.81999969482422,81.93000030517578,131.99000549316406,48.599998474121094,210.94000244140625,269.6600036621094,166.69000244140625,116.9216079711914,50.08000183105469,148.58999633789062,103.5199966430664,51.040000915527344,211.72999572753906,165.77000427246094,81.33587646484375,214.25,112.4000015258789,137.9600067138672,116.56999969482422,312.0,204.66000366210938,60.47999954223633,36.88999938964844,142.8300018310547
2020-09-08,112.81999969482422,241.17999267578125,103.66999816894531,161.0800018310547,148.52000427246094,241.27000427246094,40.0,78.97000122070312,134.1999969482422,47.93000030517578,202.47999572753906,269.260009765625,164.27000427246094,115.8795394897461,48.90999984741211,147.25999450683594,99.91999816894531,49.810001373291016,213.5800018310547,163.1699981689453,79.51335906982422,202.66000366210938,112.72000122070312,135.94000244140625,113.73999786376953,307.25,200.1199951171875,59.959999084472656,36.099998474121094,138.4499969482422
2020-09-09,117.31999969482422,245.57000732421875,103.77999877929688,160.77999877929688,152.69000244140625,250.42999267578125,40.130001068115234,80.02999877929688,133.36000061035156,49.22999954223633,202.22000122070312,277.0400085449219,165.75,116.88336181640625,49.619998931884766,149.6999969482422,100.87000274658203,50.189998626708984,215.7100067138672,165.6999969482422,80.99236297607422,211.2899932861328,114.9000015258789,138.14999389648438,113.62999725341797,312.0199890136719,204.05999755859375,60.040000915527344,35.349998474121094,139.88999938964844
2020-09-10,113.48999786376953,240.63999938964844,102.7699966430664,157.69000244140625,149.86000061035156,247.8000030517578,39.56999969482422,78.1500015258789,133.22000122070312,48.70000076293945,200.00999450683594,272.70001220703125,164.27000427246094,115.25812530517578,48.959999084472656,146.91000366210938,99.83000183105469,50.0,217.24000549316406,163.14999389648438,79.74236297607422,205.3699951171875,114.79000091552734,136.6999969482422,111.80000305175781,304.6000061035156,201.5399932861328,59.529998779296875,34.66999816894531,136.80999755859375
2020-09-11,112.0,243.2100067138672,103.36000061035156,160.22999572753906,153.8300018310547,243.10000610351562,39.880001068115234,77.69000244140625,131.75,49.849998474121094,200.9199981689453,276.3299865722656,166.4499969482422,116.11854553222656,49.279998779296875,147.77999877929688,101.06999969482422,51.060001373291016,218.0,166.1699981689453,80.61068725585938,204.02999877929688,118.0,138.13999938964844,113.4000015258789,301.4800109863281,200.67999267578125,59.790000915527344,34.70000076293945,136.6999969482422
2020-09-14,115.36000061035156,246.75,107.2699966430664,165.35000610351562,153.50999450683594,246.63999938964844,40.369998931884766,77.29000091552734,131.25,50.09000015258789,201.33999633789062,280.6499938964844,168.47000122070312,116.72084045410156,49.40999984741211,148.35000610351562,102.47000122070312,50.709999084472656,220.55999755859375,168.4600067138672,80.30534362792969,205.41000366210938,119.27999877929688,138.6300048828125,114.45999908447266,308.57000732421875,204.97999572753906,60.31999969482422,35.11000061035156,137.32000732421875
